case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
seahorn.libsndfile.O2g.001142,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1306,Target/libsndfile/src/ALAC/alac_encoder.c,810,4,valid,project_source,1,not_header,,,,"%58 = insertelement <4 x i32> poison, i32 %24, i64 0, !dbg !6851"," 808: 		case 32:
 809: 			// just copy the 32-bit input data for the predictor and extract the shifted off byte (s)
>810: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 811: 			{
 812: 				p->mShiftBufferUV [indx] = (uint16_t) (inputBuffer [indx2] & mask) ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1306;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001143,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1307,Target/libsndfile/src/ALAC/alac_encoder.c,810,4,valid,project_source,1,not_header,,,,"%59 = shufflevector <4 x i32> %58, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !6851"," 808: 		case 32:
 809: 			// just copy the 32-bit input data for the predictor and extract the shifted off byte (s)
>810: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 811: 			{
 812: 				p->mShiftBufferUV [indx] = (uint16_t) (inputBuffer [indx2] & mask) ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1307;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001144,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1308,Target/libsndfile/src/ALAC/alac_encoder.c,810,4,valid,project_source,1,not_header,,,,"%60 = insertelement <4 x i32> poison, i32 %24, i64 0, !dbg !6851"," 808: 		case 32:
 809: 			// just copy the 32-bit input data for the predictor and extract the shifted off byte (s)
>810: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 811: 			{
 812: 				p->mShiftBufferUV [indx] = (uint16_t) (inputBuffer [indx2] & mask) ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1308;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001145,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1309,Target/libsndfile/src/ALAC/alac_encoder.c,810,4,valid,project_source,1,not_header,,,,"%61 = shufflevector <4 x i32> %60, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !6851"," 808: 		case 32:
 809: 			// just copy the 32-bit input data for the predictor and extract the shifted off byte (s)
>810: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 811: 			{
 812: 				p->mShiftBufferUV [indx] = (uint16_t) (inputBuffer [indx2] & mask) ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1309;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001146,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1310,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%131 = insertelement <4 x i32> poison, i32 %26, i64 0, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1310;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001147,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1311,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%132 = shufflevector <4 x i32> %131, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1311;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001148,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1312,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%133 = insertelement <4 x i32> poison, i32 %26, i64 0, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1312;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001149,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1313,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%134 = shufflevector <4 x i32> %133, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1313;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001150,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1314,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%135 = insertelement <4 x i32> poison, i32 %24, i64 0, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1314;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001151,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1315,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%136 = shufflevector <4 x i32> %135, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1315;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
seahorn.libsndfile.O2g.001152,libsndfile,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix,run_20260322_101107_fixed_fullmatrix,term,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM14-O2-g/artifacts/libsndfile_sndfile_convert_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log,1316,Target/libsndfile/src/ALAC/alac_encoder.c,800,4,valid,project_source,1,not_header,,,,"%137 = insertelement <4 x i32> poison, i32 %24, i64 0, !dbg !6876"," 798: 		case 24:
 799: 			// convert 24-bit data to 32-bit for the predictor and extract the shifted off byte (s)
>800: 			for (indx = 0, indx2 = 0 ; indx < numSamples ; indx++, indx2 += stride)
 801: 			{
 802: 				p->mMixBufferU [indx] = inputBuffer [indx2] >> 8 ;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/sea.term.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/seahorn/seahorn-O2-g/result/run_20260322_101107_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c;source_resolution=exact;all_cases_case_id=1316;all_cases_step=16;all_cases_name=term;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c
