case_id,source_mode,file,line,column,message,bitcode_snippet,log_file
78,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%32 = shufflevector <2 x i32> %31, <2 x i32> poison, <2 x i32> zeroinitializer, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
79,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%181 = insertelement <2 x i32> poison, i32 %176, i64 0, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
80,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%182 = shufflevector <2 x i32> %181, <2 x i32> poison, <2 x i32> zeroinitializer, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
81,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%34 = insertelement <2 x i64> poison, i64 %33, i64 0, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
82,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%35 = shufflevector <2 x i64> %34, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
83,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%184 = insertelement <2 x i64> poison, i64 %179, i64 0, !dbg !596",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
84,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%185 = shufflevector <2 x i64> %184, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !596",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
85,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%134 = insertelement <4 x float> poison, float %133, i64 0, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
86,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%135 = shufflevector <4 x float> %134, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
87,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%703 = insertelement <4 x float> poison, float %702, i64 0, !dbg !945",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
88,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%704 = shufflevector <4 x float> %703, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !945",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
89,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%116 = insertelement <2 x double> poison, double %115, i64 0, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
90,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%117 = shufflevector <2 x double> %116, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
91,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%610 = insertelement <2 x double> poison, double %609, i64 0, !dbg !952",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
92,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%611 = shufflevector <2 x double> %610, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !952",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
93,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%51 = insertelement <4 x float> poison, float %50, i64 0, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
94,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%52 = shufflevector <4 x float> %51, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
95,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%53 = insertelement <4 x float> poison, float %50, i64 0, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
96,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%54 = shufflevector <4 x float> %53, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
97,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%94 = insertelement <4 x float> poison, float %93, i64 0, !dbg !528",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
98,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%95 = shufflevector <4 x float> %94, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !528",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
99,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%96 = insertelement <4 x float> poison, float %93, i64 0, !dbg !528",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
100,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%97 = shufflevector <4 x float> %96, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !528",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
101,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%993 = insertelement <4 x float> poison, float %992, i64 0, !dbg !1107",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
102,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%994 = shufflevector <4 x float> %993, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !1107",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
103,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%995 = insertelement <4 x float> poison, float %992, i64 0, !dbg !1107",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
104,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%996 = shufflevector <4 x float> %995, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !1107",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
105,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%79 = insertelement <4 x i32> poison, i32 %28, i64 0, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
106,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%80 = shufflevector <4 x i32> %79, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
107,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%81 = insertelement <4 x i32> poison, i32 %28, i64 0, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
108,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%82 = shufflevector <4 x i32> %81, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
109,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%351 = insertelement <4 x i32> poison, i32 %301, i64 0, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
110,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%352 = shufflevector <4 x i32> %351, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
111,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%353 = insertelement <4 x i32> poison, i32 %301, i64 0, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
112,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%354 = shufflevector <4 x i32> %353, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
113,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%84 = insertelement <2 x double> poison, double %83, i64 0, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
114,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%85 = shufflevector <2 x double> %84, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
115,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%86 = insertelement <2 x double> poison, double %83, i64 0, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
116,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%87 = shufflevector <2 x double> %86, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
117,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%81 = insertelement <2 x i64> poison, i64 %37, i64 0, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
118,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%82 = shufflevector <2 x i64> %81, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
119,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%83 = insertelement <2 x i64> poison, i64 %37, i64 0, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
120,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%84 = shufflevector <2 x i64> %83, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
121,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%362 = insertelement <2 x i64> poison, i64 %313, i64 0, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
122,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%363 = shufflevector <2 x i64> %362, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
123,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%364 = insertelement <2 x i64> poison, i64 %313, i64 0, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
124,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%365 = shufflevector <2 x i64> %364, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
125,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%79 = insertelement <4 x i32> poison, i32 %28, i64 0, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
126,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%80 = shufflevector <4 x i32> %79, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
127,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%81 = insertelement <4 x i32> poison, i32 %28, i64 0, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
128,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%82 = shufflevector <4 x i32> %81, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !468",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
129,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%351 = insertelement <4 x i32> poison, i32 %301, i64 0, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
130,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%352 = shufflevector <4 x i32> %351, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
131,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%353 = insertelement <4 x i32> poison, i32 %301, i64 0, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
132,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%354 = shufflevector <4 x i32> %353, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !618",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
133,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%81 = insertelement <2 x i64> poison, i64 %37, i64 0, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
134,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%82 = shufflevector <2 x i64> %81, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
135,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%83 = insertelement <2 x i64> poison, i64 %37, i64 0, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
136,smc_typeoff,Target/zfp/src/template/encode.c,154,5,Possible read of undefined value at,"%84 = shufflevector <2 x i64> %83, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !465",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
137,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%362 = insertelement <2 x i64> poison, i64 %313, i64 0, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
138,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%363 = shufflevector <2 x i64> %362, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
139,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%364 = insertelement <2 x i64> poison, i64 %313, i64 0, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
140,smc_typeoff,Target/zfp/src/template/encode.c,225,5,Possible read of undefined value at,"%365 = shufflevector <2 x i64> %364, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !613",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
141,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%166 = insertelement <4 x float> poison, float %165, i64 0, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
142,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%167 = shufflevector <4 x float> %166, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
143,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%168 = insertelement <4 x float> poison, float %165, i64 0, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
144,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%169 = shufflevector <4 x float> %168, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !572",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
145,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%823 = insertelement <4 x float> poison, float %822, i64 0, !dbg !1016",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
146,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%824 = shufflevector <4 x float> %823, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !1016",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
147,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%825 = insertelement <4 x float> poison, float %822, i64 0, !dbg !1016",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
148,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%826 = shufflevector <4 x float> %825, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !1016",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
149,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%116 = insertelement <2 x double> poison, double %115, i64 0, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
150,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%117 = shufflevector <2 x double> %116, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
151,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%118 = insertelement <2 x double> poison, double %115, i64 0, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
152,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%119 = shufflevector <2 x double> %118, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !576",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
153,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%773 = insertelement <2 x double> poison, double %772, i64 0, !dbg !1021",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
154,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%774 = shufflevector <2 x double> %773, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !1021",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
155,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%775 = insertelement <2 x double> poison, double %772, i64 0, !dbg !1021",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
156,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%776 = shufflevector <2 x double> %775, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !1021",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
157,smc_typeon,Target/zfp/include/zfp/bitstream.inl,0,0,Possible read of undefined value at,"%31 = phi i64 [ %22, %25 ], [ %22, %24 ], [ poison, %28 ], !dbg !401",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeon.stderr.log
